Id,Altitude,Slope_Orientation,Slope,Horizontal_Distance_To_Water,Vertical_Distance_To_Water,Horizontal_Distance_To_Roadways,Shadow_Index_9h,Shadow_Index_12h,Shadow_Index_15h,Horizontal_Distance_To_Fire_Points,Canopy_Density,Rainfall_Summer,Rainfall_Winter,Wind_Exposure_Level,Soil_Type,Wilderness_Area,Vegetation_Type
7321,2528,21,7,0,0,1243,215,224,146,1387,44.76,330.92,288.13,60.28,Type_17,Area_3,Type_6
7332,2550,167,9,0,0,1399,227,244,149,1337,81.7,275.99,887.78,20.44,Type_17,Area_3,Type_6
7333,2534,15,7,0,0,1282,214,225,148,1405,86.53,265.3,645.28,49.58,Type_17,Area_3,Type_6
7334,2524,141,10,30,-5,1153,236,237,131,1518,61.11,405.63,393.26,45.32,Type_17,Area_3,Type_6
7349,2512,180,5,0,0,1123,222,243,156,1590,72.4,251.67,1080.09,38.17,Type_17,Area_3,Type_6
7394,2447,0,4,0,0,631,213,232,156,711,62.19,400.48,324.08,38.1,Type_4,Area_3,Type_6
7409,2523,47,21,42,15,1207,222,189,93,1689,40.54,346.18,669.35,25.24,Type_10,Area_3,Type_6
7410,2459,319,14,30,9,690,183,226,183,644,65.83,378.2,282.54,8.49,Type_17,Area_3,Type_6
7424,2540,38,24,85,32,1248,212,180,91,1708,54.95,405.7,863.8,42.53,Type_10,Area_3,Type_6
7428,2452,322,16,30,4,722,178,222,184,649,48.58,284.15,162.0,18.18,Type_17,Area_3,Type_6
7437,2559,34,23,124,51,1288,210,184,100,1727,42.64,156.14,1156.68,19.17,Type_10,Area_3,Type_6
7438,2534,36,29,67,26,1249,204,163,78,1641,43.65,339.07,714.48,48.1,Type_10,Area_3,Type_6
7452,2565,31,21,127,57,1301,209,190,109,1690,56.23,445.28,1028.74,42.79,Type_10,Area_3,Type_6
7453,2538,46,25,67,31,1265,218,176,79,1604,46.07,312.69,794.85,9.04,Type_10,Area_3,Type_6
7454,2527,49,23,42,17,1254,222,183,83,1575,66.24,348.72,1112.41,29.62,Type_10,Area_3,Type_6
7465,2614,70,20,234,95,1399,237,196,80,1785,52.41,318.97,905.49,10.95,Type_2,Area_3,Type_6
7466,2534,56,23,67,24,1282,228,185,79,1566,53.01,350.73,677.58,12.54,Type_10,Area_3,Type_6
7467,2495,104,6,30,-2,1218,230,233,136,1338,80.2,248.27,812.57,59.58,Type_17,Area_3,Type_6
7469,2465,310,20,30,11,824,161,222,199,636,66.85,219.35,638.94,32.62,Type_17,Area_3,Type_6
7480,2628,53,7,297,109,1456,224,224,134,1788,56.8,332.95,626.37,38.25,Type_2,Area_3,Type_6
7481,2579,42,14,170,72,1356,222,209,119,1674,50.58,323.95,561.57,32.09,Type_10,Area_3,Type_6
7482,2541,58,22,85,31,1310,229,188,81,1558,38.29,449.02,561.92,19.49,Type_10,Area_3,Type_6
7485,2508,342,17,162,61,726,183,213,167,499,54.22,324.42,93.89,28.22,Type_10,Area_3,Type_6
7497,2538,46,20,95,28,1328,222,192,97,1521,34.35,412.47,181.29,8.5,Type_10,Area_3,Type_6
7498,2454,96,7,30,1,891,232,230,131,691,81.02,195.87,438.58,6.52,Type_4,Area_3,Type_6
7499,2513,340,16,170,58,716,184,214,169,492,42.77,349.94,421.27,36.96,Type_10,Area_3,Type_6
7500,2516,342,17,190,70,700,183,213,167,474,70.13,229.82,1195.61,44.09,Type_10,Area_3,Type_6
7501,2524,323,19,216,76,671,170,217,186,443,62.57,256.96,710.74,54.37,Type_10,Area_3,Type_6
7517,2495,308,29,85,40,785,128,208,213,576,47.11,373.79,606.0,28.43,Type_10,Area_3,Type_6
7518,2522,339,18,192,70,691,180,212,170,469,44.35,190.22,470.43,38.25,Type_10,Area_3,Type_6
7528,2702,106,4,330,24,2270,227,234,142,1742,62.86,216.48,163.38,26.27,Type_32,Area_3,Type_6
7529,2694,69,4,240,16,2208,224,231,143,1831,68.43,349.17,1011.73,46.69,Type_32,Area_3,Type_6
7531,2596,37,9,255,86,1450,220,219,134,1683,35.08,167.9,95.94,49.62,Type_2,Area_3,Type_6
7532,2579,53,20,192,69,1415,227,192,90,1595,37.16,291.66,382.66,41.13,Type_10,Area_3,Type_6
7533,2527,336,18,192,73,684,178,213,173,467,43.47,305.03,542.54,52.38,Type_10,Area_3,Type_6
7544,2709,33,7,481,100,2398,219,226,143,1591,89.35,354.88,238.58,45.13,Type_32,Area_3,Type_6
7548,2577,46,22,201,67,1433,221,188,92,1559,45.16,414.41,373.5,7.95,Type_10,Area_3,Type_6
7549,2558,34,17,180,48,1405,215,200,115,1471,79.78,201.45,514.13,19.99,Type_10,Area_3,Type_6
7550,2544,48,13,180,34,1383,224,212,120,1383,72.24,254.04,734.18,48.35,Type_4,Area_3,Type_6
7551,2498,61,21,60,15,1316,232,191,82,1237,86.74,441.03,902.9,38.07,Type_4,Area_3,Type_6
7553,2540,340,19,234,86,642,177,210,169,424,69.72,234.78,843.0,29.58,Type_10,Area_3,Type_6
7560,2704,55,4,365,26,2334,222,231,145,1710,78.64,383.56,488.2,29.79,Type_32,Area_3,Type_6
7563,2668,72,8,30,-2,2030,230,224,127,1812,36.8,396.86,1172.73,59.94,Type_10,Area_3,Type_6
7564,2494,58,20,42,9,1318,230,195,89,1201,73.24,226.44,475.09,51.63,Type_4,Area_3,Type_6
7567,2532,313,20,150,78,700,162,220,196,499,85.19,286.35,888.55,37.51,Type_10,Area_3,Type_6
7568,2560,349,19,319,108,566,183,206,159,342,33.31,209.12,549.04,39.93,Type_10,Area_3,Type_6
7573,2715,36,8,488,37,2440,220,221,137,1590,38.89,386.22,1153.24,32.55,Type_32,Area_3,Type_6
7574,2707,32,9,400,29,2376,218,221,139,1680,74.78,413.1,542.3,43.15,Type_32,Area_3,Type_6
7575,2687,30,7,127,8,2179,218,226,143,1878,30.5,374.35,887.57,5.75,Type_17,Area_3,Type_6
7578,2656,85,8,30,-2,1976,232,227,128,1831,72.86,428.98,105.63,27.48,Type_10,Area_3,Type_6
7582,2466,141,3,0,0,865,224,238,150,702,53.66,364.57,602.78,13.16,Type_17,Area_3,Type_6
7583,2471,316,18,30,5,816,170,222,191,646,30.08,370.71,670.3,29.89,Type_10,Area_3,Type_6
7584,2557,338,19,242,102,616,174,209,172,408,37.21,449.07,779.98,13.76,Type_10,Area_3,Type_6
7592,2713,22,13,408,35,2398,212,213,136,1680,80.4,314.64,166.7,27.06,Type_32,Area_3,Type_6
7593,2699,27,11,216,21,2259,216,216,136,1890,73.49,421.85,548.62,47.18,Type_32,Area_3,Type_6
7594,2690,24,9,134,11,2184,215,220,141,1900,83.69,423.82,452.43,34.7,Type_32,Area_3,Type_6
7595,2666,42,13,67,7,2017,222,212,123,1862,37.05,166.43,1104.17,6.21,Type_10,Area_3,Type_6
7597,2470,122,3,0,0,1033,225,237,147,895,42.56,223.54,443.38,59.09,Type_17,Area_3,Type_6
7598,2479,308,24,42,12,799,148,217,206,636,30.71,226.52,1087.27,35.69,Type_10,Area_3,Type_6
7599,2573,339,18,309,118,553,179,212,170,342,89.85,178.47,457.03,52.88,Type_10,Area_3,Type_6
7600,2576,344,16,335,119,534,185,213,165,319,46.86,266.54,679.8,29.14,Type_10,Area_3,Type_6
7615,2692,27,8,153,21,2190,217,222,141,1924,44.72,371.62,634.76,15.0,Type_32,Area_3,Type_6
7616,2671,45,13,85,18,2043,223,210,119,1892,56.9,158.27,1012.01,34.91,Type_10,Area_3,Type_6
7617,2657,70,11,42,3,2014,232,218,117,1890,49.23,316.42,235.72,49.74,Type_10,Area_3,Type_6
7620,2481,74,14,42,6,1075,236,212,104,947,56.28,410.76,458.39,34.18,Type_17,Area_3,Type_6
7621,2475,72,11,30,0,1048,233,218,116,918,81.66,351.46,496.63,21.88,Type_17,Area_3,Type_6
7622,2488,309,28,67,22,782,133,209,211,626,63.95,179.68,182.74,31.68,Type_10,Area_3,Type_6
7623,2539,315,24,150,81,684,149,212,200,513,39.43,349.22,802.06,5.56,Type_10,Area_3,Type_6
7624,2585,342,10,350,130,511,200,226,164,300,71.44,333.49,703.22,40.88,Type_2,Area_3,Type_6
7636,2720,23,12,376,42,2402,213,214,136,1742,32.63,359.14,186.45,58.23,Type_32,Area_3,Type_6
7637,2691,27,8,153,20,2163,217,222,141,1939,49.6,375.32,113.77,16.1,Type_32,Area_3,Type_6
7638,2653,65,20,192,42,1866,234,195,84,1953,67.4,444.84,565.34,40.13,Type_4,Area_3,Type_6
7643,2475,348,18,60,1,845,185,209,161,706,56.3,415.15,602.93,46.38,Type_10,Area_3,Type_6
7659,2724,18,12,366,46,2405,211,215,139,1774,58.62,378.31,165.9,40.95,Type_32,Area_3,Type_6
7660,2712,27,12,258,33,2310,215,215,135,1924,68.54,362.39,338.99,28.81,Type_32,Area_3,Type_6
7661,2686,35,11,150,33,2110,219,215,130,1954,32.3,248.56,1121.24,59.15,Type_10,Area_3,Type_6
7662,2647,208,6,0,0,2026,216,245,165,1951,67.29,180.76,724.93,32.82,Type_10,Area_3,Type_6
7663,2601,109,15,268,-16,1806,245,222,102,2014,76.67,229.46,578.76,35.21,Type_11,Area_3,Type_6
7679,2739,13,12,484,61,2506,208,216,143,1657,34.41,387.76,117.77,23.5,Type_32,Area_3,Type_6
7680,2730,16,12,384,52,2428,209,214,140,1776,33.21,235.52,690.54,62.78,Type_32,Area_3,Type_6
7681,2694,19,9,210,41,2166,214,220,143,1988,86.25,152.97,216.4,25.56,Type_32,Area_3,Type_6
7682,2649,210,8,0,0,2041,214,247,169,1982,61.79,391.5,573.97,64.0,Type_10,Area_3,Type_6
7683,2507,327,8,30,3,1302,200,231,170,1203,66.89,305.22,968.15,16.52,Type_17,Area_3,Type_6
7684,2531,308,15,85,31,1187,177,229,192,1084,58.95,355.56,248.13,64.98,Type_10,Area_3,Type_6
7686,2496,338,22,120,25,819,168,204,172,696,76.09,312.35,1076.24,47.79,Type_10,Area_3,Type_6
7691,2730,29,12,342,51,2394,216,214,133,1869,34.34,284.71,283.96,8.25,Type_32,Area_3,Type_6
7692,2683,70,22,108,32,2134,237,190,73,2011,82.87,199.06,1106.97,26.47,Type_10,Area_3,Type_6
7693,2646,156,8,0,0,2068,229,241,145,2012,45.4,178.36,1104.65,43.54,Type_10,Area_3,Type_6
7694,2615,84,21,190,-2,1889,244,199,74,2060,65.58,291.88,613.13,43.77,Type_11,Area_3,Type_6
7695,2522,325,20,67,18,1237,165,213,186,1142,86.16,289.49,975.82,16.71,Type_10,Area_3,Type_6
7697,2523,318,27,162,48,752,140,204,199,633,54.87,291.32,716.09,34.2,Type_10,Area_3,Type_6
7698,2544,311,25,190,73,698,144,212,205,573,71.37,193.04,445.02,48.72,Type_10,Area_3,Type_6
7714,2722,23,14,295,51,2313,212,210,133,2051,56.84,347.34,141.28,54.78,Type_32,Area_3,Type_6
7715,2698,37,9,175,44,2188,220,220,135,2044,34.34,178.02,610.15,29.21,Type_32,Area_3,Type_6
7716,2695,54,13,150,44,2174,227,211,115,2042,87.25,370.69,741.17,29.87,Type_10,Area_3,Type_6
7717,2595,98,19,190,0,1883,248,209,81,2010,43.4,162.87,139.59,57.11,Type_11,Area_3,Type_6
7719,2491,342,15,150,21,940,187,216,166,841,55.55,349.24,628.93,16.38,Type_10,Area_3,Type_6
7720,2495,329,20,150,25,911,168,212,181,811,89.13,179.5,977.09,64.12,Type_10,Area_3,Type_6
7721,2552,310,24,216,78,685,146,215,205,571,63.24,441.55,787.09,37.44,Type_10,Area_3,Type_6
7722,2584,316,23,258,116,604,152,213,198,481,85.85,410.52,206.23,16.43,Type_10,Area_3,Type_6
7734,2725,34,12,313,54,2322,218,213,129,2084,78.61,332.56,959.81,15.59,Type_32,Area_3,Type_6
7735,2712,58,9,268,58,2259,227,221,127,2081,35.25,257.21,902.72,23.43,Type_32,Area_3,Type_6
7736,2639,95,15,60,-6,2123,242,217,100,2072,68.03,382.51,1044.17,21.19,Type_10,Area_3,Type_6
7737,2611,212,16,0,0,2076,205,253,180,2081,84.88,345.5,869.83,21.99,Type_17,Area_3,Type_6
7738,2582,93,12,175,-11,1894,239,221,110,1980,42.52,220.32,796.05,63.19,Type_11,Area_3,Type_6
7739,2525,331,20,85,12,1312,169,211,179,1230,69.92,193.78,599.41,7.31,Type_10,Area_3,Type_6
7740,2497,14,9,190,27,990,212,222,147,900,34.72,338.71,608.47,34.81,Type_4,Area_3,Type_6
7750,2696,120,13,192,47,2227,242,229,114,2102,69.74,188.27,381.85,33.69,Type_10,Area_3,Type_6
7751,2619,65,18,42,10,2128,234,201,92,2105,39.5,280.68,540.49,21.59,Type_10,Area_3,Type_6
7752,2529,339,18,67,10,1365,179,212,170,1290,71.29,332.82,220.37,23.8,Type_10,Area_3,Type_6
7767,2634,71,19,85,25,2167,237,201,88,2133,46.95,333.75,618.13,63.5,Type_10,Area_3,Type_6
7768,2616,193,11,0,0,2089,219,249,163,2147,52.68,173.69,422.85,24.43,Type_17,Area_3,Type_6
7771,2558,329,15,268,88,742,183,221,177,663,60.23,382.67,570.91,62.84,Type_10,Area_3,Type_6
7788,2608,177,18,0,0,2097,226,247,147,2181,85.45,420.14,369.59,49.73,Type_17,Area_3,Type_6
7789,2549,349,5,30,4,1597,211,232,159,1593,31.46,386.25,328.25,17.49,Type_17,Area_3,Type_6
7790,2535,339,18,67,5,1410,178,211,170,1383,64.89,172.18,993.92,5.82,Type_10,Area_3,Type_6
7805,2611,73,13,67,-4,2155,235,215,110,2203,36.92,246.07,348.35,35.18,Type_10,Area_3,Type_6
7807,2550,60,9,60,5,1557,227,221,127,1565,73.17,200.78,1073.41,25.72,Type_17,Area_3,Type_6
7832,2551,320,14,124,17,1382,182,225,183,1388,54.81,310.74,336.78,64.59,Type_10,Area_3,Type_6
7833,2555,318,13,134,18,1355,186,228,182,1358,42.37,344.68,664.78,26.05,Type_10,Area_3,Type_6
7842,2658,45,15,201,41,2290,223,207,115,2252,56.37,438.55,567.24,57.16,Type_10,Area_3,Type_6
7843,2639,53,17,150,23,2239,227,201,102,2257,34.03,326.92,1060.79,13.08,Type_10,Area_3,Type_6
7844,2615,46,17,85,19,2184,223,201,107,2257,57.88,386.21,791.73,11.55,Type_10,Area_3,Type_6
7845,2601,160,12,0,0,1983,232,242,140,2048,79.24,163.61,1153.93,26.07,Type_17,Area_3,Type_6
7860,2599,57,11,60,4,2060,228,217,121,2140,41.8,378.98,919.72,34.94,Type_10,Area_3,Type_6
7861,2593,162,7,30,-2,2003,227,242,148,2081,33.32,368.92,804.07,9.74,Type_10,Area_3,Type_6
7862,2575,127,16,0,0,1917,245,228,107,1991,41.89,396.04,476.18,25.64,Type_17,Area_3,Type_6
7874,2663,77,13,216,48,2314,236,216,110,2313,83.52,182.92,467.1,59.06,Type_10,Area_3,Type_6
7876,2610,78,13,95,15,2081,236,216,109,2173,62.62,175.08,461.67,25.08,Type_10,Area_3,Type_6
7896,2601,103,13,90,1,2045,241,224,110,2147,80.93,225.61,93.64,31.0,Type_10,Area_3,Type_6
7897,2564,60,5,0,0,1813,224,229,140,1909,72.36,385.46,589.85,32.35,Type_17,Area_3,Type_6
7912,2569,53,5,0,0,1863,223,229,142,1973,54.77,231.59,99.33,61.67,Type_17,Area_3,Type_6
7913,2555,13,4,42,0,1690,215,231,152,1795,62.25,193.93,203.63,12.72,Type_2,Area_3,Type_6
7929,2570,24,5,42,1,1826,217,230,149,1948,76.35,270.19,444.48,19.0,Type_2,Area_3,Type_6
7930,2567,40,7,60,0,1768,221,224,138,1889,40.13,428.95,194.91,46.09,Type_2,Area_3,Type_6
7931,2560,47,8,60,-1,1710,223,223,135,1830,79.31,373.16,206.64,34.76,Type_2,Area_3,Type_6
7963,2581,32,12,42,1,1871,217,214,130,2018,37.74,434.73,693.02,42.38,Type_2,Area_3,Type_6
7964,2578,20,11,67,0,1842,212,217,140,1989,58.11,263.01,588.53,23.2,Type_2,Area_3,Type_6
7965,2571,38,11,120,3,1725,220,216,130,1871,65.9,323.14,1109.93,31.17,Type_2,Area_3,Type_6
7983,2608,42,12,30,0,2042,222,214,126,2200,71.3,375.57,806.5,12.65,Type_2,Area_3,Type_6
7999,2587,26,11,150,9,1771,215,215,136,1943,84.51,363.2,732.9,16.79,Type_11,Area_3,Type_6
8000,2581,35,11,180,9,1712,219,215,130,1885,36.27,343.16,651.18,22.24,Type_11,Area_3,Type_6
8033,2603,22,10,162,12,1820,214,218,140,2016,44.74,309.6,159.08,56.9,Type_10,Area_3,Type_6
8034,2584,26,13,242,12,1642,213,211,132,1842,36.56,278.69,1114.36,43.24,Type_11,Area_3,Type_6
8050,2591,23,14,272,17,1638,212,210,133,1851,38.32,338.01,1187.28,61.47,Type_11,Area_3,Type_6
8068,2634,330,8,67,17,2081,202,231,168,2292,50.0,156.25,716.79,40.32,Type_10,Area_3,Type_6
8069,2635,347,9,95,22,2051,204,226,161,2263,56.95,169.87,1076.17,29.74,Type_10,Area_3,Type_6
8105,2644,38,14,201,30,1956,219,209,122,2192,78.07,217.13,414.56,46.0,Type_2,Area_3,Type_6
8106,2611,27,13,361,29,1627,214,212,132,1879,66.26,430.61,1178.53,64.03,Type_10,Area_3,Type_6
8121,2648,344,20,42,12,2067,175,204,164,2402,47.4,348.51,195.98,26.34,Type_10,Area_3,Type_6
8122,2625,16,14,335,25,1714,208,211,138,1974,67.73,273.16,288.25,64.12,Type_10,Area_3,Type_6
8123,2617,31,13,384,32,1624,216,212,129,1889,37.08,301.19,552.6,7.44,Type_10,Area_3,Type_6
8135,2662,17,14,162,40,1968,208,210,137,2296,70.89,172.12,146.34,60.98,Type_10,Area_3,Type_6
8136,2659,23,12,190,40,1950,212,214,136,2268,33.81,413.86,752.97,51.61,Type_2,Area_3,Type_6
8137,2607,27,14,457,33,1473,213,208,128,1761,53.77,225.58,760.69,22.28,Type_10,Area_3,Type_6
8149,2660,346,14,30,5,2081,191,217,163,2506,49.26,315.76,579.43,56.35,Type_10,Area_3,Type_6
8150,2675,11,12,127,39,1982,207,214,144,2362,45.14,411.96,104.51,46.53,Type_10,Area_3,Type_6
8151,2672,24,11,150,46,1963,214,215,136,2334,62.05,303.33,99.92,14.18,Type_10,Area_3,Type_6
8152,2640,32,7,390,32,1711,219,224,142,1994,79.43,167.47,410.07,34.82,Type_10,Area_3,Type_6
8153,2598,59,11,525,29,1381,228,217,120,1691,36.19,319.02,105.47,56.87,Type_11,Area_3,Type_6
8164,2674,348,15,85,20,2018,192,215,161,2457,58.86,222.19,1020.67,43.89,Type_10,Area_3,Type_6
8165,2664,33,7,268,45,1866,219,226,143,2230,52.58,420.49,1069.43,44.42,Type_2,Area_3,Type_6
8166,2620,36,8,503,38,1500,220,221,137,1812,51.79,324.16,962.43,24.06,Type_10,Area_3,Type_6
8167,2617,59,10,513,37,1470,228,219,124,1785,33.14,186.99,1001.03,36.83,Type_10,Area_3,Type_6
8174,2674,50,7,212,38,1898,224,224,135,2325,47.91,403.16,812.82,29.5,Type_2,Area_3,Type_6
8175,2670,45,8,234,44,1879,222,223,136,2297,68.29,426.21,105.41,59.48,Type_2,Area_3,Type_6
8176,2664,66,9,309,45,1824,229,223,127,2212,47.29,295.75,779.71,29.95,Type_2,Area_3,Type_6
8187,2686,21,13,60,-3,2079,211,212,135,2618,44.46,446.42,1133.71,49.07,Type_11,Area_3,Type_6
8188,2685,1,16,60,3,2058,196,209,149,2590,86.17,195.97,1154.06,40.01,Type_10,Area_3,Type_6
8189,2688,347,17,85,21,2015,185,210,161,2533,61.21,292.82,991.9,6.4,Type_2,Area_3,Type_6
8237,2708,76,7,182,-2,1996,229,227,131,2683,72.16,153.41,310.18,24.34,Type_32,Area_3,Type_6
8255,2718,94,8,240,7,2024,232,229,129,2631,54.77,196.52,1005.26,17.46,Type_32,Area_3,Type_6
8299,2736,131,9,335,25,2089,235,235,131,2547,31.7,296.97,242.48,63.62,Type_4,Area_3,Type_6
8300,2689,147,15,301,104,1874,239,237,124,2726,79.71,318.47,838.89,42.92,Type_4,Area_3,Type_6
8314,2678,172,7,272,93,1809,225,244,152,2684,66.31,169.32,186.38,6.06,Type_4,Area_3,Type_6
8364,2513,126,11,42,4,1015,238,233,124,1718,57.2,428.56,1139.0,38.98,Type_4,Area_3,Type_6
8430,2530,137,10,0,0,1045,235,237,132,1911,37.82,284.95,251.31,5.33,Type_17,Area_3,Type_6
8431,2524,121,13,0,0,1026,242,228,113,1889,41.94,404.21,757.9,57.11,Type_17,Area_3,Type_6
8480,2568,127,9,30,1,1425,236,234,128,2538,87.37,254.42,789.88,45.4,Type_17,Area_3,Type_6
8481,2539,11,8,30,2,1168,211,223,148,2244,30.18,312.32,888.32,14.54,Type_11,Area_3,Type_6
8515,2577,68,3,0,0,1631,222,234,148,2825,49.16,435.22,981.62,28.71,Type_17,Area_3,Type_6
8524,2584,345,11,30,4,1667,199,223,163,2892,55.58,283.51,305.43,56.68,Type_17,Area_3,Type_6
8536,2619,179,24,30,12,1919,222,246,143,2750,49.43,399.07,555.06,22.74,Type_4,Area_3,Type_6
8553,2609,177,16,42,11,1962,226,247,148,2724,68.89,358.4,805.4,35.53,Type_4,Area_3,Type_6
8554,2595,159,13,0,0,1798,233,242,137,2863,54.79,446.39,640.73,55.89,Type_17,Area_3,Type_6
8555,2587,340,5,42,0,1691,210,233,162,2918,54.34,303.09,942.99,7.72,Type_10,Area_3,Type_6
8565,2630,127,5,42,-3,2287,229,237,142,2483,59.12,216.91,756.4,39.27,Type_4,Area_3,Type_6
8566,2629,73,5,30,-4,2258,226,230,139,2504,62.52,232.95,668.52,9.86,Type_17,Area_3,Type_6
8567,2598,144,4,0,0,1922,226,239,147,2766,85.14,165.03,485.45,22.04,Type_17,Area_3,Type_6
8577,2630,55,14,0,0,2220,228,210,112,2546,70.66,383.07,819.85,53.4,Type_17,Area_3,Type_6
8578,2600,0,21,60,1,1745,184,196,145,2838,40.37,371.24,1042.59,34.0,Type_10,Area_3,Type_6
8595,2622,342,25,127,30,1624,161,195,167,2839,74.42,358.33,779.94,55.54,Type_10,Area_3,Type_6
8607,2624,5,22,120,17,1722,186,192,138,2779,71.25,269.27,481.4,45.08,Type_10,Area_3,Type_6
8608,2637,353,21,170,45,1584,180,199,154,2819,44.99,172.21,143.66,16.5,Type_10,Area_3,Type_6
8609,2637,13,16,210,49,1530,203,207,138,2837,68.42,258.86,737.67,63.97,Type_10,Area_3,Type_6
8643,2639,303,16,42,7,2292,173,230,197,2577,46.53,448.31,966.09,59.81,Type_17,Area_3,Type_6
8644,2629,75,16,124,18,2147,238,207,95,2616,45.9,220.66,134.71,26.29,Type_24,Area_3,Type_6
8656,2632,339,18,120,21,1994,179,212,170,2601,56.93,221.08,598.4,62.13,Type_24,Area_3,Type_6
8657,2655,328,27,150,44,1879,146,198,186,2619,62.23,360.3,175.22,59.62,Type_10,Area_3,Type_6
8658,2679,358,21,247,72,1594,183,197,148,2687,42.21,254.23,966.96,11.94,Type_10,Area_3,Type_6
8670,2697,15,24,270,93,1641,191,183,121,2642,78.64,309.97,462.6,37.86,Type_10,Area_3,Type_6
8679,2651,119,19,30,9,2239,249,220,92,2523,62.02,381.7,468.0,35.49,Type_4,Area_3,Type_6
8680,2640,1,12,0,0,2274,203,217,152,2521,38.63,337.62,281.89,42.21,Type_17,Area_3,Type_6
8681,2655,337,27,180,44,1979,150,191,173,2542,30.55,242.41,461.02,52.36,Type_24,Area_3,Type_6
8682,2685,333,32,201,74,1863,131,181,179,2560,78.49,265.86,524.47,37.72,Type_10,Area_3,Type_6
8693,2665,324,18,85,33,2265,173,218,184,2490,45.83,302.03,184.12,53.24,Type_10,Area_3,Type_6
8694,2669,29,12,108,39,2236,216,214,133,2491,30.72,376.36,727.22,16.82,Type_10,Area_3,Type_6
8695,2717,337,28,256,106,1797,148,189,173,2542,61.14,206.75,1156.05,63.39,Type_10,Area_3,Type_6
8704,2675,38,15,127,43,2230,218,205,118,2461,44.24,380.04,1126.59,6.93,Type_10,Area_3,Type_6
8705,2707,331,29,247,96,1878,140,191,183,2496,45.76,160.26,1027.69,23.41,Type_10,Area_3,Type_6
8715,2655,145,12,30,3,2080,237,238,130,2445,83.35,238.28,1063.02,17.85,Type_17,Area_3,Type_6
8716,2651,133,8,30,3,2097,233,236,135,2442,80.71,326.06,848.08,42.18,Type_17,Area_3,Type_6
8717,2668,349,17,242,35,2106,186,209,159,2437,61.53,242.89,451.24,38.82,Type_24,Area_3,Type_6
8723,2654,342,15,30,6,2106,187,215,167,2407,43.2,402.03,413.02,48.75,Type_10,Area_3,Type_6
8724,2678,45,24,192,45,2178,218,179,83,2402,53.31,398.57,520.34,25.55,Type_10,Area_3,Type_6
8734,2651,313,8,30,0,2047,199,234,175,2382,57.25,449.64,1139.35,59.98,Type_10,Area_3,Type_6
8735,2699,335,21,330,88,2001,168,207,176,2385,53.15,197.65,920.33,62.79,Type_10,Area_3,Type_6
8736,2746,314,18,342,135,1830,169,223,193,2412,88.92,434.27,282.97,52.16,Type_10,Area_3,Type_6
8743,2670,317,21,67,19,2058,159,216,195,2347,55.91,343.23,141.76,12.98,Type_10,Area_3,Type_6
8744,2679,319,23,85,27,2076,154,212,195,2345,33.24,203.42,407.27,46.45,Type_10,Area_3,Type_6
8745,2710,47,22,212,66,2184,221,185,87,2341,60.99,387.34,502.38,43.86,Type_10,Area_3,Type_6
8746,2694,339,20,277,61,2100,173,207,171,2345,60.28,239.76,1172.83,52.91,Type_10,Area_3,Type_6
8747,2698,342,20,297,66,2072,174,205,168,2347,38.97,190.5,93.77,6.47,Type_10,Area_3,Type_6
8748,2743,305,20,365,132,1852,162,225,202,2377,36.23,276.77,431.9,54.58,Type_10,Area_3,Type_6
8754,2697,316,20,124,45,2071,162,218,194,2313,40.41,282.83,614.12,62.67,Type_10,Area_3,Type_6
8755,2705,316,19,134,57,2090,166,220,193,2312,87.47,367.37,1141.08,24.41,Type_10,Area_3,Type_6
8756,2734,324,18,390,123,1895,172,218,184,2338,81.28,320.59,315.0,49.91,Type_10,Area_3,Type_6
8764,2680,325,23,108,33,1992,157,208,188,2290,83.92,410.72,195.21,64.73,Type_10,Area_3,Type_6
8765,2711,357,20,297,67,2107,184,200,150,2283,39.86,198.69,94.53,42.21,Type_10,Area_3,Type_6
8775,2715,317,15,190,64,2044,178,225,186,2252,86.86,212.84,202.08,9.43,Type_10,Area_3,Type_6
8776,2733,336,22,361,91,2040,166,204,174,2257,37.58,266.41,585.56,52.44,Type_10,Area_3,Type_6
8777,2751,342,13,376,56,1872,193,220,166,2279,88.42,332.04,768.98,48.09,Type_10,Area_3,Type_6
8781,2717,323,17,201,68,2001,176,221,184,2223,38.58,357.33,431.88,51.4,Type_10,Area_3,Type_6
8782,2733,344,19,339,84,2087,179,207,165,2223,81.47,429.46,1076.01,53.83,Type_10,Area_3,Type_6
8788,2713,314,19,201,66,1940,166,222,194,2197,73.93,305.69,417.52,44.87,Type_10,Area_3,Type_6
8789,2753,329,17,404,107,2021,178,218,179,2197,35.27,322.51,1191.58,15.12,Type_10,Area_3,Type_6
8790,2765,324,13,446,123,1964,188,226,178,2203,70.09,373.57,413.22,59.11,Type_10,Area_3,Type_6
8791,2762,38,5,379,67,1879,220,228,144,2215,83.75,441.4,330.44,50.25,Type_10,Area_3,Type_6
8794,2709,295,19,218,58,1898,163,231,207,2170,73.0,251.55,1115.67,29.26,Type_10,Area_3,Type_6
8800,2727,301,22,256,76,1894,152,224,210,2138,58.6,363.57,942.92,36.01,Type_10,Area_3,Type_6
8801,2735,318,18,268,84,1913,170,221,189,2135,75.82,369.87,616.17,39.75,Type_10,Area_3,Type_6
8802,2740,322,18,283,93,1933,172,219,186,2133,45.5,156.29,1150.82,42.86,Type_10,Area_3,Type_6
